condition,fragments,step,loss,accuracy,fbeta,elapsed_seconds,step_duration_seconds
baseline,1,47198,0.301613,0.84375,0.555556,34082.965,0.7393
baseline,1,47199,0.24557,0.90625,0.714286,34083.625,0.6607
baseline,1,47200,0.44075,0.8125,0.571429,34084.292,0.6664
baseline,1,47201,0.199063,0.9375,0.75,34084.921,0.6293
baseline,1,47202,0.184163,0.9375,0.833333,34085.653,0.7318
baseline,1,47203,0.220234,0.90625,0.806452,34086.331,0.6778
baseline,1,47204,0.293068,0.9375,0.945946,34087.039,0.7087
baseline,1,47205,0.210262,0.875,0.666667,34087.692,0.6529
baseline,1,47206,0.272342,0.875,0.714286,34088.369,0.6764
baseline,1,47207,0.226626,0.875,0.483871,34088.99,0.6215
baseline,1,47208,0.260535,0.8125,0.416667,34089.646,0.6554
baseline,1,47209,0.49775,0.8125,0.735294,34090.293,0.6472
baseline,1,47210,0.376111,0.75,0.30303,34090.969,0.6761
baseline,1,47211,0.132813,0.96875,0.862069,34091.63,0.6607
baseline,1,47212,0.186278,0.9375,0.833333,34092.295,0.6658
baseline,1,47213,0.458014,0.84375,0.757576,34092.943,0.6472
baseline,1,47214,0.15843,0.96875,0.862069,34093.593,0.6501
baseline,1,47215,0.147509,0.96875,0.862069,34094.233,0.6402
baseline,1,47216,0.240617,0.875,0.78125,34094.877,0.644
baseline,1,47217,0.389911,0.90625,0.909091,34095.508,0.6313
baseline,1,47218,0.337235,0.84375,0.576923,34096.201,0.6924
baseline,1,47219,0.210579,0.90625,0.714286,34096.921,0.72
baseline,1,47220,0.115879,1.0,1.0,34097.618,0.6976
baseline,1,47221,0.429615,0.78125,0.344828,34098.324,0.7058
baseline,1,47222,0.229186,0.90625,0.357143,34099.024,0.7004
baseline,1,47223,0.302923,0.90625,0.689655,34099.641,0.6163
baseline,1,47224,0.243493,0.875,0.681818,34100.282,0.6415
baseline,1,47225,0.233931,0.875,0.277778,34100.966,0.6835
baseline,1,47226,0.557247,0.75,0.0,34101.646,0.6803
baseline,1,47227,0.263614,0.875,0.666667,34102.28,0.634
baseline,1,47228,0.163709,0.90625,0.555556,34102.983,0.703
baseline,1,47229,0.247753,0.875,0.588235,34103.642,0.6592
baseline,1,47230,0.119873,0.90625,0.454545,34104.354,0.7122
baseline,1,47231,0.267256,0.875,0.714286,34105.037,0.683
baseline,1,47232,0.319963,0.84375,0.75,34105.72,0.6823
baseline,1,47233,0.273719,0.9375,0.75,34106.394,0.6742
baseline,1,47234,0.239773,0.90625,0.769231,34107.01,0.6162
baseline,1,47235,0.40421,0.78125,0.208333,34107.617,0.6069
baseline,1,47236,0.140465,1.0,1.0,34108.289,0.6724
baseline,1,47237,0.263719,0.84375,0.540541,34108.91,0.6204
baseline,1,47238,0.225009,0.9375,0.909091,34109.572,0.6623
baseline,1,47239,0.224696,0.84375,0.576923,34110.154,0.5824
baseline,1,47240,0.402848,0.84375,0.666667,34110.793,0.6381
baseline,1,47241,0.38864,0.84375,0.789474,34111.447,0.6545
baseline,1,47242,0.279079,0.84375,0.416667,34112.168,0.7211
baseline,1,47243,0.251821,0.90625,0.833333,34112.856,0.6876
baseline,1,47244,0.16207,1.0,1.0,34113.537,0.6817
baseline,1,47245,0.21068,0.90625,0.689655,34114.157,0.6199
baseline,1,47246,0.505516,0.8125,0.454545,34114.847,0.6898
baseline,1,47247,0.193617,0.96875,0.952381,34115.569,0.7223
baseline,1,47248,0.392428,0.875,0.78125,34116.263,0.6936
baseline,1,47249,0.119253,0.96875,0.789474,34116.912,0.649
baseline,1,47250,0.129216,1.0,1.0,34117.565,0.6527
baseline,1,47251,0.30416,0.875,0.740741,34118.241,0.676
baseline,1,47252,0.275525,0.875,0.789474,34118.917,0.6764
baseline,1,47253,0.388994,0.875,0.789474,34119.538,0.6213
baseline,1,47254,0.262264,0.90625,0.869565,34120.185,0.6465
baseline,1,47255,0.37224,0.75,0.263158,34120.858,0.6734
baseline,1,47256,0.155043,0.9375,0.833333,34121.537,0.6791
baseline,1,47257,0.335448,0.875,0.6,34122.218,0.6806
baseline,1,47258,0.393249,0.78125,0.606061,34122.872,0.654
baseline,1,47259,0.360782,0.84375,0.47619,34123.568,0.6962
baseline,1,47260,0.276136,0.90625,0.735294,34124.274,0.7055
baseline,1,47261,0.129827,0.96875,0.952381,34124.943,0.6692
baseline,1,47262,0.247827,0.875,0.6,34125.681,0.738
baseline,1,47263,0.287843,0.90625,0.769231,34126.381,0.7003
baseline,1,47264,0.23554,0.875,0.277778,34127.085,0.7041
baseline,1,47265,0.21725,0.9375,0.833333,34127.774,0.6891
baseline,1,47266,0.241421,0.875,0.434783,34128.48,0.7057
baseline,1,47267,0.234885,0.96875,0.972222,34129.092,0.6114
baseline,1,47268,0.30341,0.90625,0.853659,34129.841,0.7498
baseline,1,47269,0.195971,0.90625,0.294118,34130.49,0.6486
baseline,1,47270,0.202617,0.9375,0.9375,34131.217,0.7268
baseline,1,47271,0.270715,0.90625,0.921053,34131.868,0.6509
baseline,1,47272,0.355752,0.78125,0.535714,34132.565,0.6971
baseline,1,47273,0.270985,0.84375,0.645161,34133.255,0.6903
baseline,1,47274,0.354453,0.875,0.8,34133.983,0.7281
baseline,1,47275,0.15127,0.90625,0.675676,34134.684,0.7012
baseline,1,47276,0.242809,0.90625,0.625,34135.366,0.6813
baseline,1,47277,0.287172,0.8125,0.5,34136.109,0.7431
baseline,1,47278,0.192204,0.96875,0.833333,34136.795,0.686
baseline,1,47279,0.302041,0.90625,0.714286,34137.48,0.6848
baseline,1,47280,0.20201,0.96875,0.952381,34138.228,0.7485
baseline,1,47281,0.238131,0.9375,0.833333,34138.92,0.6913
baseline,1,47282,0.150734,0.9375,0.833333,34139.657,0.7377
baseline,1,47283,0.303276,0.90625,0.869565,34140.359,0.7015
baseline,1,47284,0.331826,0.84375,0.416667,34141.087,0.7284
baseline,1,47285,0.299989,0.875,0.75,34141.827,0.7397
baseline,1,47286,0.223409,0.90625,0.769231,34142.537,0.7103
baseline,1,47287,0.377395,0.875,0.78125,34143.24,0.7024
baseline,1,47288,0.152422,0.9375,0.833333,34143.886,0.6469
baseline,1,47289,0.402503,0.78125,0.6,34144.597,0.7106
baseline,1,47290,0.41144,0.875,0.78125,34145.332,0.7345
baseline,1,47291,0.247901,0.875,0.606061,34145.96,0.628
baseline,1,47292,0.172362,0.9375,0.8,34146.716,0.7564
baseline,1,47293,0.257903,0.84375,0.595238,34147.382,0.6659
baseline,1,47294,0.236758,0.84375,0.416667,34148.081,0.6993
baseline,1,47295,0.116295,0.96875,0.862069,34148.808,0.727
baseline,1,47296,0.192221,0.90625,0.769231,34149.54,0.7319
baseline,1,47297,0.2126,0.96875,0.961538,34150.263,0.723
baseline,1,47298,0.245943,0.875,0.416667,34150.957,0.6941
baseline,1,47299,0.184433,0.90625,0.689655,34151.652,0.6944
baseline,1,47300,0.24236,0.90625,0.869565,34152.398,0.747
baseline,1,47301,0.29979,0.875,0.714286,34153.09,0.692
baseline,1,47302,0.232526,0.875,0.862069,34153.771,0.6803
baseline,1,47303,0.352957,0.90625,0.892857,34154.452,0.6809
baseline,1,47304,0.235705,0.875,0.434783,34155.135,0.6838
baseline,1,47305,0.2597,0.84375,0.517241,34155.781,0.6451
baseline,1,47306,0.142361,0.90625,0.689655,34156.537,0.7561
baseline,1,47307,0.191823,0.9375,0.909091,34157.188,0.6509
baseline,1,47308,0.338896,0.875,0.333333,34157.881,0.6938
baseline,1,47309,0.184131,0.9375,0.909091,34158.549,0.6677
baseline,1,47310,0.233101,0.90625,0.892857,34159.267,0.718
baseline,1,47311,0.409493,0.78125,0.384615,34159.995,0.7279
baseline,1,47312,0.232856,0.875,0.0,34160.697,0.7015
baseline,1,47313,0.405441,0.875,0.862069,34161.374,0.6776
baseline,1,47314,0.114798,0.9375,0.652174,34162.099,0.7247
baseline,1,47315,0.241958,0.90625,0.833333,34162.771,0.6722
baseline,1,47316,0.305544,0.78125,0.384615,34163.526,0.755
baseline,1,47317,0.405356,0.78125,0.441176,34164.189,0.663
baseline,1,47318,0.203691,0.90625,0.892857,34164.875,0.6856
baseline,1,47319,0.406879,0.875,0.833333,34165.593,0.7184
baseline,1,47320,0.268933,0.875,0.666667,34166.304,0.7105
baseline,1,47321,0.128681,0.9375,0.8,34166.999,0.6952
baseline,1,47322,0.212511,0.9375,0.833333,34167.715,0.7161
baseline,1,47323,0.209171,0.90625,0.625,34168.395,0.6797
baseline,1,47324,0.287234,0.90625,0.714286,34169.088,0.6932
baseline,1,47325,0.230191,0.90625,0.526316,34169.784,0.6962
baseline,1,47326,0.098406,0.96875,0.961538,34170.466,0.6821
baseline,1,47327,0.451891,0.75,0.757576,34171.16,0.6941
baseline,1,47328,0.402086,0.84375,0.652174,34171.851,0.6906
baseline,1,47329,0.184008,0.9375,0.833333,34172.517,0.6659
baseline,1,47330,0.203642,0.875,0.657895,34173.26,0.7437
baseline,1,47331,0.325444,0.90625,0.892857,34173.857,0.5967
baseline,1,47332,0.244388,0.90625,0.357143,34174.504,0.6465
baseline,1,47333,0.142559,0.90625,0.689655,34175.147,0.6431
baseline,1,47334,0.221727,0.96875,0.882353,34175.768,0.6214
baseline,1,47335,0.219855,0.875,0.810811,34176.413,0.6446
baseline,1,47336,0.256536,0.90625,0.769231,34177.019,0.6061
baseline,1,47337,0.240452,0.875,0.535714,34177.688,0.6689
baseline,1,47338,0.199215,0.9375,0.8,34178.359,0.6713
baseline,1,47339,0.242201,0.9375,0.909091,34179.011,0.6525
baseline,1,47340,0.314133,0.8125,0.5,34179.639,0.6275
baseline,1,47341,0.156173,0.96875,0.967742,34180.254,0.6152
baseline,1,47342,0.277019,0.8125,0.217391,34180.892,0.6383
baseline,1,47343,0.217,0.90625,0.869565,34181.576,0.6837
baseline,1,47344,0.190787,0.84375,0.428571,34182.211,0.6351
baseline,1,47345,0.187958,0.90625,0.555556,34182.852,0.6414
baseline,1,47346,0.23976,0.875,0.833333,34183.504,0.6518
baseline,1,47347,0.244109,0.90625,0.833333,34184.113,0.6088
baseline,1,47348,0.162711,0.9375,0.714286,34184.715,0.6022
baseline,1,47349,0.412763,0.78125,0.666667,34185.341,0.6258
baseline,1,47350,0.135168,0.9375,0.714286,34185.954,0.6126
baseline,1,47351,0.239863,0.90625,0.689655,34186.559,0.6049
baseline,1,47352,0.208263,0.9375,0.666667,34187.219,0.6602
baseline,1,47353,0.228594,0.9375,0.8,34187.915,0.6959
baseline,1,47354,0.596291,0.75,0.576923,34188.564,0.6496
baseline,1,47355,0.266531,0.90625,0.909091,34189.179,0.6143
baseline,1,47356,0.412496,0.84375,0.8,34189.867,0.6881
baseline,1,47357,0.278944,0.84375,0.333333,34190.477,0.6106
baseline,1,47358,0.172928,0.90625,0.714286,34191.16,0.6827
baseline,1,47359,0.535059,0.71875,0.192308,34191.818,0.6581
baseline,1,47360,0.381563,0.8125,0.25,34192.493,0.6753
baseline,1,47361,0.421103,0.84375,0.757576,34193.143,0.6495
baseline,1,47362,0.185619,0.90625,0.526316,34193.854,0.7106
baseline,1,47363,0.217857,0.9375,0.909091,34194.448,0.5944
baseline,1,47364,0.429192,0.875,0.740741,34195.098,0.6504
baseline,1,47365,0.223087,0.90625,0.689655,34195.822,0.7235
baseline,1,47366,0.273176,0.875,0.740741,34196.489,0.6674
baseline,1,47367,0.200332,0.9375,0.857143,34197.161,0.672
baseline,1,47368,0.200565,0.96875,0.961538,34197.848,0.6865
baseline,1,47369,0.266476,0.875,0.714286,34198.516,0.6683
baseline,1,47370,0.254007,0.875,0.606061,34199.194,0.6783
baseline,1,47371,0.134773,0.96875,0.882353,34199.944,0.7493
baseline,1,47372,0.344481,0.78125,0.344828,34200.629,0.6854
baseline,1,47373,0.18173,0.96875,0.952381,34201.272,0.6428
baseline,1,47374,0.399667,0.875,0.789474,34201.951,0.679
baseline,1,47375,0.321621,0.84375,0.652174,34202.655,0.704
baseline,1,47376,0.224146,0.96875,0.961538,34203.365,0.7103
baseline,1,47377,0.116228,0.96875,0.833333,34204.125,0.7597
baseline,1,47378,0.307456,0.875,0.5,34204.734,0.6091
baseline,1,47379,0.207057,0.9375,0.9375,34205.407,0.673
baseline,1,47380,0.298645,0.90625,0.909091,34206.079,0.6716
baseline,1,47381,0.110975,0.96875,0.833333,34206.759,0.6809
baseline,1,47382,0.148028,0.96875,0.961538,34207.441,0.6816
baseline,1,47383,0.341024,0.90625,0.769231,34208.119,0.6778
baseline,1,47384,0.191063,0.9375,0.666667,34208.795,0.6762
baseline,1,47385,0.170155,0.90625,0.625,34209.476,0.6806
baseline,1,47386,0.123043,0.9375,0.714286,34210.226,0.7503
baseline,1,47387,0.314432,0.875,0.740741,34210.923,0.6969
baseline,1,47388,0.495746,0.84375,0.789474,34211.605,0.682
baseline,1,47389,0.170875,0.90625,0.625,34212.265,0.6598
baseline,1,47390,0.345036,0.84375,0.384615,34213.029,0.7643
baseline,1,47391,0.214742,0.9375,0.757576,34213.733,0.7041
baseline,1,47392,0.358542,0.90625,0.892857,34214.402,0.6685
baseline,1,47393,0.315893,0.84375,0.47619,34215.076,0.6749
baseline,1,47394,0.215898,0.90625,0.625,34215.748,0.6717
baseline,1,47395,0.261514,0.875,0.681818,34216.491,0.743
baseline,1,47396,0.150247,0.90625,0.625,34217.207,0.7155
baseline,1,47397,0.151624,0.9375,0.833333,34217.861,0.6547
baseline,1,47398,0.262841,0.84375,0.641026,34218.613,0.7518
baseline,1,47399,0.208903,0.9375,0.8,34219.316,0.7035
baseline,1,47400,0.301458,0.84375,0.227273,34220.037,0.7203
baseline,1,47401,0.350171,0.84375,0.731707,34220.786,0.7487
baseline,1,47402,0.29261,0.84375,0.645161,34221.519,0.734
baseline,1,47403,0.208069,0.9375,0.833333,34222.179,0.659
baseline,1,47404,0.234877,0.90625,0.769231,34222.928,0.75
baseline,1,47405,0.112313,0.96875,0.555556,34223.662,0.733
baseline,1,47406,0.171461,0.9375,0.666667,34224.357,0.6957
baseline,1,47407,0.272534,0.8125,0.555556,34225.099,0.7422
baseline,1,47408,0.389008,0.8125,0.4,34225.828,0.7285
baseline,1,47409,0.172685,0.90625,0.526316,34226.568,0.74
baseline,1,47410,0.29117,0.84375,0.517241,34227.294,0.7263
baseline,1,47411,0.186142,0.9375,0.8,34227.992,0.6977
baseline,1,47412,0.376669,0.8125,0.454545,34228.732,0.7401
baseline,1,47413,0.248134,0.84375,0.517241,34229.457,0.7253
baseline,1,47414,0.349567,0.8125,0.769231,34230.177,0.7202
baseline,1,47415,0.325504,0.84375,0.576923,34230.907,0.7292
baseline,1,47416,0.271091,0.90625,0.357143,34231.601,0.6949
baseline,1,47417,0.153171,0.9375,0.666667,34232.306,0.7042
baseline,1,47418,0.238574,0.96875,0.967742,34233.018,0.7122
baseline,1,47419,0.284312,0.875,0.681818,34233.692,0.6745
baseline,1,47420,0.259383,0.90625,0.769231,34234.43,0.7378
baseline,1,47421,0.242944,0.9375,0.8,34235.17,0.7394
baseline,1,47422,0.326918,0.875,0.6,34235.879,0.709
baseline,1,47423,0.301239,0.875,0.740741,34236.64,0.7618
baseline,1,47424,0.222116,0.9375,0.882353,34237.343,0.7029
baseline,1,47425,0.195966,0.90625,0.625,34238.081,0.7378
baseline,1,47426,0.327799,0.875,0.681818,34238.821,0.7394
baseline,1,47427,0.309855,0.90625,0.909091,34239.528,0.7073
baseline,1,47428,0.112715,1.0,1.0,34240.294,0.7661
baseline,1,47429,0.265881,0.84375,0.416667,34240.999,0.7053
baseline,1,47430,0.296056,0.9375,0.925926,34241.765,0.7653
baseline,1,47431,0.309547,0.84375,0.75,34242.479,0.7142
baseline,1,47432,0.182435,0.96875,0.961538,34243.24,0.7616
baseline,1,47433,0.225123,0.9375,0.9375,34243.945,0.7048
baseline,1,47434,0.112416,0.96875,0.9375,34244.645,0.7004
baseline,1,47435,0.239336,0.90625,0.625,34245.387,0.7419
baseline,1,47436,0.165146,0.96875,0.952381,34246.123,0.736
baseline,1,47437,0.317734,0.9375,0.9375,34246.832,0.7085
baseline,1,47438,0.380655,0.8125,0.454545,34247.516,0.6846
baseline,1,47439,0.165802,0.9375,0.75,34248.285,0.7688
baseline,1,47440,0.261719,0.84375,0.595238,34248.988,0.7024
baseline,1,47441,0.426205,0.75,0.517241,34249.671,0.683
baseline,1,47442,0.265603,0.875,0.6,34250.38,0.7099
baseline,1,47443,0.336707,0.84375,0.47619,34251.095,0.7141
baseline,1,47444,0.131159,0.96875,0.789474,34251.795,0.7009
baseline,1,47445,0.323585,0.78125,0.405405,34252.517,0.7215
baseline,1,47446,0.248777,0.9375,0.666667,34253.266,0.7488
baseline,1,47447,0.367094,0.875,0.862069,34253.975,0.7095
baseline,1,47448,0.419549,0.8125,0.5,34254.642,0.6664
baseline,1,47449,0.253349,0.875,0.6,34255.397,0.7553
baseline,1,47450,0.244768,0.90625,0.769231,34256.149,0.7516
baseline,1,47451,0.306724,0.875,0.277778,34256.789,0.6404
baseline,1,47452,0.191373,0.90625,0.806452,34257.46,0.6707
baseline,1,47453,0.288106,0.90625,0.454545,34258.099,0.6394
baseline,1,47454,0.235779,0.90625,0.689655,34258.906,0.8073
baseline,1,47455,0.145055,0.96875,0.961538,34259.606,0.6997
baseline,1,47456,0.187357,0.90625,0.625,34260.326,0.7199
baseline,1,47457,0.285971,0.90625,0.892857,34260.97,0.644
baseline,1,47458,0.158331,0.96875,0.961538,34261.649,0.6789
baseline,1,47459,0.159178,0.9375,0.666667,34262.346,0.6971
baseline,1,47460,0.28137,0.875,0.5,34263.067,0.7207
baseline,1,47461,0.227612,0.9375,0.925926,34263.786,0.7189
baseline,1,47462,0.255439,0.875,0.666667,34264.49,0.7039
baseline,1,47463,0.220981,0.96875,0.961538,34265.204,0.7145
baseline,1,47464,0.237899,0.90625,0.714286,34265.953,0.7493
baseline,1,47465,0.143415,0.96875,0.9375,34266.626,0.6723
baseline,1,47466,0.244612,0.875,0.434783,34267.338,0.7124
baseline,1,47467,0.182217,0.96875,0.961538,34267.99,0.652
baseline,1,47468,0.258362,0.875,0.789474,34268.783,0.793
baseline,1,47469,0.308153,0.875,0.882353,34269.475,0.6918
baseline,1,47470,0.332804,0.8125,0.454545,34270.181,0.7063
baseline,1,47471,0.165915,0.96875,0.967742,34270.836,0.6548
baseline,1,47472,0.14428,0.9375,0.789474,34271.502,0.6664
baseline,1,47473,0.176869,0.90625,0.454545,34272.161,0.6584
baseline,1,47474,0.254644,0.90625,0.714286,34272.938,0.7769
baseline,1,47475,0.278022,0.875,0.657895,34273.633,0.695
baseline,1,47476,0.161615,0.96875,0.961538,34274.339,0.7059
baseline,1,47477,0.25013,0.90625,0.735294,34275.049,0.7104
baseline,1,47478,0.185007,0.90625,0.769231,34275.79,0.7412
baseline,1,47479,0.280442,0.90625,0.769231,34276.522,0.732
baseline,1,47480,0.151929,0.9375,0.9375,34277.218,0.6952
baseline,1,47481,0.524241,0.78125,0.606061,34277.917,0.6991
baseline,1,47482,0.307433,0.875,0.666667,34278.573,0.6562
baseline,1,47483,0.298011,0.84375,0.540541,34279.3,0.7272
baseline,1,47484,0.312126,0.875,0.5,34280.044,0.7439
baseline,1,47485,0.240922,0.90625,0.892857,34280.726,0.6816
baseline,1,47486,0.318486,0.90625,0.892857,34281.491,0.7653
baseline,1,47487,0.345484,0.84375,0.714286,34282.27,0.7791
baseline,1,47488,0.451379,0.8125,0.735294,34282.958,0.6878
baseline,1,47489,0.176765,0.96875,0.882353,34283.645,0.6877
baseline,1,47490,0.269862,0.875,0.434783,34284.384,0.7385
baseline,1,47491,0.264602,0.875,0.714286,34285.102,0.7178
baseline,1,47492,0.287981,0.9375,0.925926,34285.793,0.6916
baseline,1,47493,0.506415,0.78125,0.810811,34286.466,0.673
baseline,1,47494,0.353276,0.84375,0.8,34287.16,0.6935
baseline,1,47495,0.321061,0.8125,0.735294,34287.856,0.6966
baseline,1,47496,0.416459,0.84375,0.645161,34288.536,0.6801
baseline,1,47497,0.32105,0.875,0.78125,34289.334,0.7975
baseline,1,47498,0.287489,0.84375,0.37037,34290.021,0.6866
baseline,1,47499,0.215542,0.9375,0.652174,34290.746,0.7251
baseline,1,47500,0.279871,0.875,0.657895,34291.442,0.6959
baseline,1,47501,0.311916,0.8125,0.357143,34292.195,0.7534
baseline,1,47502,0.179307,0.90625,0.625,34292.929,0.734
baseline,1,47503,0.222375,0.9375,0.875,34293.643,0.7139
baseline,1,47504,0.292597,0.90625,0.735294,34294.385,0.7418
baseline,1,47505,0.261433,0.875,0.434783,34295.156,0.7713
baseline,1,47506,0.30252,0.90625,0.714286,34295.868,0.7121
baseline,1,47507,0.401371,0.8125,0.625,34296.575,0.7071
baseline,1,47508,0.438066,0.78125,0.657895,34297.324,0.7492
baseline,1,47509,0.210748,0.9375,0.909091,34298.014,0.6895
baseline,1,47510,0.212741,0.9375,0.925926,34298.715,0.7012
baseline,1,47511,0.311415,0.90625,0.892857,34299.44,0.7253
baseline,1,47512,0.239253,0.84375,0.517241,34300.149,0.7086
baseline,1,47513,0.30555,0.84375,0.714286,34300.86,0.7109
baseline,1,47514,0.248663,0.875,0.5,34301.557,0.6971
baseline,1,47515,0.230453,0.875,0.5,34302.332,0.775
baseline,1,47516,0.248839,0.875,0.609756,34303.037,0.7054
baseline,1,47517,0.161549,0.96875,0.97561,34303.685,0.6477
baseline,1,47518,0.337775,0.8125,0.322581,34304.42,0.7352
baseline,1,47519,0.171846,0.90625,0.689655,34305.128,0.7081
baseline,1,47520,0.248485,0.90625,0.769231,34305.833,0.7046
baseline,1,47521,0.153841,0.96875,0.714286,34306.524,0.6911
baseline,1,47522,0.336479,0.90625,0.769231,34307.249,0.7253
baseline,1,47523,0.194205,0.9375,0.8,34307.96,0.711
baseline,1,47524,0.260488,0.875,0.78125,34308.708,0.7479
baseline,1,47525,0.343593,0.875,0.78125,34309.455,0.7472
baseline,1,47526,0.159084,0.9375,0.714286,34310.181,0.7255
baseline,1,47527,0.466585,0.75,0.5,34310.9,0.7196
baseline,1,47528,0.329202,0.84375,0.757576,34311.607,0.7063
baseline,1,47529,0.296826,0.84375,0.588235,34312.346,0.739
baseline,1,47530,0.291139,0.875,0.714286,34313.071,0.7253
baseline,1,47531,0.217291,0.90625,0.714286,34313.799,0.7283
baseline,1,47532,0.351535,0.8125,0.625,34314.473,0.6735
baseline,1,47533,0.160795,0.9375,0.789474,34315.205,0.7322
baseline,1,47534,0.321361,0.8125,0.625,34315.92,0.7148
baseline,1,47535,0.171811,0.9375,0.555556,34316.618,0.6983
baseline,1,47536,0.343111,0.8125,0.625,34317.37,0.7522
baseline,1,47537,0.265706,0.9375,0.925926,34318.078,0.7074
baseline,1,47538,0.262757,0.9375,0.857143,34318.811,0.733
baseline,1,47539,0.259164,0.90625,0.357143,34319.503,0.6926
baseline,1,47540,0.204872,0.875,0.5,34320.213,0.7098
baseline,1,47541,0.400274,0.84375,0.47619,34320.873,0.6602
baseline,1,47542,0.220286,0.875,0.5,34321.564,0.6904
baseline,1,47543,0.174523,0.9375,0.925926,34322.288,0.7245
baseline,1,47544,0.237931,0.84375,0.37037,34322.972,0.6839
baseline,1,47545,0.158826,0.96875,0.961538,34323.659,0.6868
baseline,1,47546,0.232429,0.9375,0.9375,34324.349,0.6898
baseline,1,47547,0.315831,0.8125,0.4,34325.073,0.7247
baseline,1,47548,0.180394,0.90625,0.555556,34325.846,0.7732
baseline,1,47549,0.176601,1.0,1.0,34326.604,0.7574
baseline,1,47550,0.19148,0.90625,0.769231,34327.326,0.7217
baseline,1,47551,0.277845,0.875,0.833333,34328.063,0.7377
baseline,1,47552,0.302507,0.9375,0.882353,34328.75,0.6863
baseline,1,47553,0.164629,0.90625,0.625,34329.48,0.7305
baseline,1,47554,0.25769,0.875,0.666667,34330.199,0.7192
baseline,1,47555,0.689791,0.75,0.757576,34330.919,0.7198
baseline,1,47556,0.383541,0.8125,0.735294,34331.659,0.7395
baseline,1,47557,0.202325,0.9375,0.666667,34332.388,0.7293
baseline,1,47558,0.338207,0.84375,0.833333,34333.117,0.7288
baseline,1,47559,0.290321,0.84375,0.588235,34333.811,0.6941
baseline,1,47560,0.217667,0.84375,0.517241,34334.565,0.7544
baseline,1,47561,0.154439,0.96875,0.961538,34335.225,0.6603
baseline,1,47562,0.370192,0.8125,0.217391,34335.959,0.734
baseline,1,47563,0.221084,0.84375,0.517241,34336.679,0.7194
baseline,1,47564,0.16538,0.9375,0.8,34337.423,0.7448
baseline,1,47565,0.294561,0.8125,0.454545,34338.18,0.7562
baseline,1,47566,0.333745,0.875,0.5,34338.888,0.7083
baseline,1,47567,0.207554,0.9375,0.833333,34339.622,0.7343
baseline,1,47568,0.335732,0.84375,0.714286,34340.4,0.7781
baseline,1,47569,0.376882,0.8125,0.571429,34341.135,0.7351
baseline,1,47570,0.184679,0.96875,0.9375,34341.817,0.6819
baseline,1,47571,0.357296,0.84375,0.833333,34342.609,0.7913
baseline,1,47572,0.338335,0.8125,0.322581,34343.278,0.6692
baseline,1,47573,0.335732,0.8125,0.625,34344.01,0.7322
baseline,1,47574,0.239702,0.9375,0.833333,34344.715,0.7045
baseline,1,47575,0.531954,0.78125,0.606061,34345.469,0.7544
baseline,1,47576,0.519954,0.8125,0.769231,34346.207,0.7378
baseline,1,47577,0.212947,0.875,0.666667,34346.93,0.7227
baseline,1,47578,0.259681,0.9375,0.8,34347.653,0.7233
baseline,1,47579,0.303478,0.8125,0.555556,34348.397,0.7441
baseline,1,47580,0.309184,0.84375,0.576923,34349.171,0.7742
baseline,1,47581,0.359037,0.84375,0.8,34349.887,0.716
baseline,1,47582,0.226157,0.9375,0.833333,34350.646,0.7588
baseline,1,47583,0.284249,0.90625,0.769231,34351.353,0.7074
baseline,1,47584,0.195866,0.96875,0.9375,34352.08,0.7265
baseline,1,47585,0.331157,0.84375,0.517241,34352.814,0.734
baseline,1,47586,0.455114,0.8125,0.714286,34353.529,0.7149
baseline,1,47587,0.488594,0.75,0.588235,34354.256,0.7272
baseline,1,47588,0.601073,0.71875,0.714286,34354.976,0.7199
baseline,1,47589,0.137509,0.9375,0.789474,34355.663,0.6876
baseline,1,47590,0.220455,0.8125,0.0,34356.377,0.7138
baseline,1,47591,0.283891,0.84375,0.517241,34357.06,0.6829
baseline,1,47592,0.399618,0.8125,0.625,34357.778,0.718
baseline,1,47593,0.270636,0.90625,0.909091,34358.492,0.7134
baseline,1,47594,0.249287,0.84375,0.540541,34359.175,0.6834
baseline,1,47595,0.30473,0.8125,0.454545,34359.875,0.7004
baseline,1,47596,0.321973,0.8125,0.4,34360.58,0.7048
baseline,1,47597,0.190804,0.90625,0.526316,34361.336,0.7554
baseline,1,47598,0.3114,0.8125,0.172414,34362.057,0.7212
baseline,1,47599,0.299932,0.84375,0.416667,34362.728,0.6709
baseline,1,47600,0.18709,0.90625,0.892857,34363.439,0.711
baseline,1,47601,0.266825,0.9375,0.857143,34364.165,0.7267
baseline,1,47602,0.361759,0.75,0.394737,34364.858,0.6928
baseline,1,47603,0.462429,0.875,0.918367,34365.509,0.6507
baseline,1,47604,0.37673,0.78125,0.3125,34366.246,0.7374
baseline,1,47605,0.237063,0.90625,0.769231,34366.931,0.6852
baseline,1,47606,0.344919,0.84375,0.588235,34367.623,0.6914
baseline,1,47607,0.204855,0.96875,0.967742,34368.312,0.6889
baseline,1,47608,0.230352,0.875,0.75,34369.061,0.7491
baseline,1,47609,0.269823,0.84375,0.757576,34369.758,0.6971
baseline,1,47610,0.223101,0.875,0.6,34370.49,0.7322
baseline,1,47611,0.273033,0.90625,0.892857,34371.17,0.6803
baseline,1,47612,0.279265,0.90625,0.833333,34371.855,0.685
baseline,1,47613,0.276952,0.90625,0.526316,34372.523,0.6681
