condition,fragments,step,loss,accuracy,fbeta,elapsed_seconds,step_duration_seconds
baseline,1,4055,0.374663,0.875,0.0,2930.103,0.7266
baseline,1,4056,0.404678,0.84375,0.0,2930.819,0.716
baseline,1,4057,0.480899,0.78125,0.0,2931.588,0.7686
baseline,1,4058,0.524221,0.75,0.0,2932.325,0.7369
baseline,1,4059,0.296426,0.9375,0.0,2933.008,0.6832
baseline,1,4060,0.505369,0.78125,0.0,2933.706,0.6978
baseline,1,4061,0.40552,0.84375,0.0,2934.424,0.7177
baseline,1,4062,0.249755,0.96875,0.0,2935.175,0.7512
baseline,1,4063,0.33555,0.90625,0.0,2935.89,0.7155
baseline,1,4064,0.218213,1.0,0.0,2936.657,0.7673
baseline,1,4065,0.629594,0.6875,0.0,2937.4,0.7429
baseline,1,4066,0.262526,0.96875,0.0,2938.158,0.7576
baseline,1,4067,0.501915,0.78125,0.0,2938.875,0.7174
baseline,1,4068,0.377053,0.875,0.0,2939.606,0.7307
baseline,1,4069,0.412553,0.84375,0.0,2940.403,0.7973
baseline,1,4070,0.629422,0.6875,0.0,2941.102,0.6983
baseline,1,4071,0.424587,0.84375,0.0,2941.836,0.7338
baseline,1,4072,0.61751,0.6875,0.0,2942.569,0.7335
baseline,1,4073,0.328712,0.90625,0.0,2943.289,0.7195
baseline,1,4074,0.472876,0.8125,0.0,2944.003,0.7142
baseline,1,4075,0.503942,0.78125,0.0,2944.72,0.7168
baseline,1,4076,0.287681,0.9375,0.0,2945.485,0.7658
baseline,1,4077,0.427292,0.84375,0.0,2946.212,0.7264
baseline,1,4078,0.503213,0.78125,0.0,2946.948,0.7358
baseline,1,4079,0.500266,0.78125,0.0,2947.706,0.758
baseline,1,4080,0.437773,0.84375,0.0,2948.401,0.6951
baseline,1,4081,0.361295,0.875,0.0,2949.123,0.7225
baseline,1,4082,0.261335,0.96875,0.0,2949.895,0.7715
baseline,1,4083,0.410953,0.84375,0.0,2950.674,0.7794
baseline,1,4084,0.379746,0.875,0.0,2951.361,0.6874
baseline,1,4085,0.600165,0.71875,0.0,2952.09,0.7287
baseline,1,4086,0.626865,0.6875,0.0,2952.803,0.7131
baseline,1,4087,0.378735,0.875,0.0,2953.475,0.6716
baseline,1,4088,0.329469,0.90625,0.0,2954.212,0.7368
baseline,1,4089,0.549164,0.75,0.0,2954.911,0.6992
baseline,1,4090,0.410235,0.84375,0.0,2955.669,0.7584
baseline,1,4091,0.436108,0.84375,0.0,2956.434,0.7648
baseline,1,4092,0.488445,0.78125,0.0,2957.134,0.6998
baseline,1,4093,0.650035,0.6875,0.0,2957.874,0.7398
baseline,1,4094,0.2449,0.96875,0.0,2958.652,0.7786
baseline,1,4095,0.577829,0.71875,0.0,2959.375,0.7228
baseline,1,4096,0.585274,0.71875,0.0,2960.116,0.7407
baseline,1,4097,0.60729,0.71875,0.0,2960.794,0.6781
baseline,1,4098,0.414938,0.84375,0.0,2961.593,0.7992
baseline,1,4099,0.482487,0.78125,0.0,2962.331,0.7383
baseline,1,4100,0.435675,0.84375,0.0,2963.081,0.7492
baseline,1,4101,0.634868,0.6875,0.0,2963.829,0.7487
baseline,1,4102,0.423694,0.84375,0.0,2964.586,0.7564
baseline,1,4103,0.301292,0.9375,0.0,2965.292,0.7068
baseline,1,4104,0.327829,0.90625,0.0,2966.04,0.7478
baseline,1,4105,0.46773,0.8125,0.0,2966.754,0.7134
baseline,1,4106,0.435066,0.84375,0.0,2967.493,0.739
baseline,1,4107,0.291695,0.9375,0.0,2968.211,0.7185
baseline,1,4108,0.418149,0.84375,0.0,2968.964,0.7524
baseline,1,4109,0.456915,0.8125,0.0,2969.681,0.7176
baseline,1,4110,0.506746,0.78125,0.0,2970.461,0.78
baseline,1,4111,0.426118,0.84375,0.0,2971.166,0.7047
baseline,1,4112,0.349028,0.90625,0.0,2971.927,0.7609
baseline,1,4113,0.622374,0.6875,0.0,2972.587,0.6604
baseline,1,4114,0.413931,0.84375,0.0,2973.331,0.7443
baseline,1,4115,0.506519,0.78125,0.0,2973.993,0.6614
baseline,1,4116,0.451429,0.8125,0.0,2974.687,0.6946
baseline,1,4117,0.450057,0.8125,0.0,2975.355,0.6677
baseline,1,4118,0.45851,0.8125,0.0,2976.141,0.7855
baseline,1,4119,0.581374,0.71875,0.0,2976.868,0.7276
baseline,1,4120,0.328983,0.90625,0.0,2977.61,0.7422
baseline,1,4121,0.464699,0.8125,0.0,2978.345,0.7347
baseline,1,4122,0.413563,0.84375,0.0,2979.101,0.7561
baseline,1,4123,0.463937,0.8125,0.0,2979.791,0.69
baseline,1,4124,0.498598,0.78125,0.0,2980.485,0.6934
baseline,1,4125,0.512304,0.78125,0.0,2981.193,0.7079
baseline,1,4126,0.457222,0.8125,0.0,2981.933,0.7402
baseline,1,4127,0.472723,0.8125,0.0,2982.674,0.7412
baseline,1,4128,0.363559,0.875,0.0,2983.442,0.7677
baseline,1,4129,0.420726,0.84375,0.0,2984.191,0.7492
baseline,1,4130,0.423324,0.84375,0.0,2984.882,0.6908
baseline,1,4131,0.420665,0.84375,0.0,2985.61,0.7288
baseline,1,4132,0.704994,0.65625,0.0,2986.322,0.7113
baseline,1,4133,0.384037,0.875,0.0,2987.065,0.7433
baseline,1,4134,0.546294,0.75,0.0,2987.785,0.7203
baseline,1,4135,0.511452,0.78125,0.0,2988.461,0.6756
baseline,1,4136,0.336994,0.90625,0.0,2989.222,0.7606
baseline,1,4137,0.501956,0.78125,0.0,2989.942,0.7208
baseline,1,4138,0.469664,0.8125,0.0,2990.685,0.7426
baseline,1,4139,0.401722,0.84375,0.0,2991.366,0.6811
baseline,1,4140,0.505578,0.78125,0.0,2992.127,0.7606
baseline,1,4141,0.291136,0.9375,0.0,2992.907,0.7799
baseline,1,4142,0.296633,0.9375,0.0,2993.647,0.7406
baseline,1,4143,0.519307,0.78125,0.0,2994.337,0.6897
baseline,1,4144,0.572578,0.71875,0.0,2995.072,0.7351
baseline,1,4145,0.370896,0.875,0.0,2995.845,0.7731
baseline,1,4146,0.371776,0.875,0.0,2996.569,0.7242
baseline,1,4147,0.375883,0.875,0.0,2997.316,0.7467
baseline,1,4148,0.535973,0.75,0.0,2998.06,0.7437
baseline,1,4149,0.363058,0.875,0.0,2998.752,0.6919
baseline,1,4150,0.463154,0.8125,0.0,2999.589,0.8374
baseline,1,4151,0.418154,0.84375,0.0,3000.32,0.7306
baseline,1,4152,0.371278,0.875,0.0,3001.039,0.7193
baseline,1,4153,0.462102,0.8125,0.0,3001.771,0.7318
baseline,1,4154,0.517613,0.78125,0.0,3002.519,0.7483
baseline,1,4155,0.580949,0.71875,0.0,3003.254,0.7346
baseline,1,4156,0.472498,0.8125,0.0,3004.046,0.7927
baseline,1,4157,0.456114,0.8125,0.0,3004.775,0.7288
baseline,1,4158,0.451662,0.8125,0.0,3005.507,0.7324
baseline,1,4159,0.369045,0.875,0.0,3006.214,0.7069
baseline,1,4160,0.358308,0.875,0.0,3006.959,0.7444
baseline,1,4161,0.407301,0.84375,0.0,3007.666,0.7073
baseline,1,4162,0.332063,0.90625,0.0,3008.421,0.7553
baseline,1,4163,0.425,0.84375,0.0,3009.142,0.7205
baseline,1,4164,0.737776,0.625,0.0,3009.894,0.7521
baseline,1,4165,0.335194,0.90625,0.0,3010.627,0.7327
baseline,1,4166,0.62544,0.6875,0.0,3011.383,0.756
baseline,1,4167,0.478128,0.8125,0.0,3012.104,0.721
baseline,1,4168,0.491977,0.78125,0.0,3012.863,0.7597
baseline,1,4169,0.448392,0.84375,0.0,3013.582,0.7191
baseline,1,4170,0.541978,0.75,0.0,3014.313,0.731
baseline,1,4171,0.606809,0.6875,0.0,3015.058,0.7451
baseline,1,4172,0.617574,0.6875,0.0,3015.814,0.7555
baseline,1,4173,0.372392,0.875,0.0,3016.538,0.7236
baseline,1,4174,0.410724,0.84375,0.0,3017.295,0.7571
baseline,1,4175,0.450933,0.8125,0.0,3017.991,0.6963
baseline,1,4176,0.514397,0.78125,0.0,3018.726,0.7353
baseline,1,4177,0.571102,0.71875,0.0,3019.466,0.7397
baseline,1,4178,0.545605,0.75,0.0,3020.156,0.69
baseline,1,4179,0.504408,0.78125,0.0,3020.888,0.7323
baseline,1,4180,0.27879,0.9375,0.0,3021.641,0.7533
baseline,1,4181,0.45525,0.8125,0.0,3022.313,0.6713
baseline,1,4182,0.330659,0.90625,0.0,3023.062,0.7489
baseline,1,4183,0.37631,0.875,0.0,3023.754,0.6921
baseline,1,4184,0.40524,0.84375,0.0,3024.462,0.708
baseline,1,4185,0.624853,0.71875,0.0,3025.168,0.7064
baseline,1,4186,0.626795,0.6875,0.0,3025.934,0.7659
baseline,1,4187,0.494783,0.78125,0.0,3026.66,0.7258
baseline,1,4188,0.617653,0.6875,0.0,3027.381,0.7208
baseline,1,4189,0.420413,0.84375,0.0,3028.058,0.6778
baseline,1,4190,0.418857,0.84375,0.0,3028.785,0.727
baseline,1,4191,0.441266,0.84375,0.0,3029.526,0.7404
baseline,1,4192,0.334415,0.90625,0.0,3030.278,0.7519
baseline,1,4193,0.297833,0.9375,0.0,3031.018,0.7399
baseline,1,4194,0.494452,0.78125,0.0,3031.755,0.7369
baseline,1,4195,0.493803,0.78125,0.0,3032.423,0.6687
baseline,1,4196,0.288625,0.9375,0.0,3033.183,0.7597
baseline,1,4197,0.391095,0.875,0.0,3033.885,0.7017
baseline,1,4198,0.468498,0.8125,0.0,3034.661,0.7767
baseline,1,4199,0.507628,0.78125,0.0,3035.346,0.6849
baseline,1,4200,0.420808,0.84375,0.0,3036.096,0.75
baseline,1,4201,0.58579,0.71875,0.0,3036.813,0.7165
baseline,1,4202,0.448821,0.8125,0.0,3037.547,0.7345
baseline,1,4203,0.466016,0.8125,0.0,3038.23,0.6832
baseline,1,4204,0.327921,0.90625,0.0,3038.948,0.7172
baseline,1,4205,0.505248,0.78125,0.0,3039.672,0.7247
baseline,1,4206,0.413457,0.84375,0.0,3040.403,0.7304
baseline,1,4207,0.51428,0.75,0.0,3041.133,0.7303
baseline,1,4208,0.420423,0.84375,0.0,3041.874,0.7407
baseline,1,4209,0.612884,0.6875,0.0,3042.552,0.6782
baseline,1,4210,0.599195,0.71875,0.0,3043.334,0.782
baseline,1,4211,0.522752,0.75,0.0,3044.109,0.7752
baseline,1,4212,0.361998,0.875,0.0,3044.816,0.7065
baseline,1,4213,0.314702,0.90625,0.0,3045.584,0.7683
baseline,1,4214,0.397415,0.84375,0.0,3046.339,0.7546
baseline,1,4215,0.339387,0.90625,0.0,3047.046,0.7074
baseline,1,4216,0.457685,0.8125,0.0,3047.864,0.8182
baseline,1,4217,0.516421,0.78125,0.0,3048.556,0.692
baseline,1,4218,0.428028,0.84375,0.0,3049.243,0.687
baseline,1,4219,0.336691,0.90625,0.0,3049.933,0.6898
baseline,1,4220,0.532176,0.75,0.0,3050.743,0.8099
baseline,1,4221,0.449331,0.8125,0.0,3051.447,0.7043
baseline,1,4222,0.503346,0.78125,0.0,3052.186,0.7387
baseline,1,4223,0.409625,0.84375,0.0,3052.879,0.6931
baseline,1,4224,0.423358,0.875,0.0,3053.598,0.7188
baseline,1,4225,0.385049,0.875,0.0,3054.344,0.7468
baseline,1,4226,0.410931,0.84375,0.0,3055.084,0.7401
baseline,1,4227,0.52441,0.78125,0.0,3055.818,0.7335
baseline,1,4228,0.531516,0.75,0.0,3056.573,0.7548
baseline,1,4229,0.315878,0.9375,0.0,3057.256,0.6837
baseline,1,4230,0.542692,0.75,0.0,3058.042,0.786
baseline,1,4231,0.29744,0.9375,0.0,3058.765,0.7228
baseline,1,4232,0.547685,0.75,0.0,3059.481,0.7158
baseline,1,4233,0.395665,0.875,0.0,3060.188,0.7074
baseline,1,4234,0.380693,0.875,0.0,3060.916,0.7277
baseline,1,4235,0.419351,0.84375,0.0,3061.675,0.7584
baseline,1,4236,0.364036,0.875,0.0,3062.411,0.7367
baseline,1,4237,0.452328,0.8125,0.0,3063.119,0.7079
baseline,1,4238,0.498674,0.78125,0.0,3063.838,0.7191
baseline,1,4239,0.648371,0.65625,0.0,3064.565,0.7266
baseline,1,4240,0.624122,0.6875,0.0,3065.356,0.7914
baseline,1,4241,0.436725,0.84375,0.0,3066.072,0.7158
baseline,1,4242,0.435468,0.84375,0.0,3066.796,0.7239
baseline,1,4243,0.509684,0.78125,0.0,3067.48,0.6836
baseline,1,4244,0.469814,0.8125,0.0,3068.215,0.7351
baseline,1,4245,0.479835,0.8125,0.0,3068.921,0.7067
baseline,1,4246,0.424408,0.84375,0.0,3069.598,0.6761
baseline,1,4247,0.418807,0.84375,0.0,3070.267,0.6699
baseline,1,4248,0.430351,0.84375,0.0,3071.018,0.7509
baseline,1,4249,0.407319,0.84375,0.0,3071.642,0.6241
baseline,1,4250,0.559641,0.75,0.0,3072.33,0.6872
baseline,1,4251,0.45735,0.8125,0.0,3073.099,0.7695
baseline,1,4252,0.403608,0.84375,0.0,3073.854,0.7554
baseline,1,4253,0.457465,0.8125,0.0,3074.511,0.657
baseline,1,4254,0.575419,0.75,0.0,3075.214,0.7021
baseline,1,4255,0.623502,0.6875,0.0,3075.955,0.7419
baseline,1,4256,0.368928,0.875,0.0,3076.684,0.7288
baseline,1,4257,0.44974,0.8125,0.0,3077.369,0.6846
baseline,1,4258,0.442903,0.84375,0.0,3078.09,0.7215
baseline,1,4259,0.501939,0.78125,0.0,3078.828,0.7377
baseline,1,4260,0.549671,0.75,0.0,3079.541,0.7129
baseline,1,4261,0.423279,0.84375,0.0,3080.242,0.7008
baseline,1,4262,0.30161,0.9375,0.0,3080.989,0.7469
baseline,1,4263,0.411191,0.84375,0.0,3081.65,0.6613
baseline,1,4264,0.678474,0.65625,0.0,3082.366,0.7157
baseline,1,4265,0.33687,0.90625,0.0,3083.045,0.6796
baseline,1,4266,0.37485,0.875,0.0,3083.811,0.7658
baseline,1,4267,0.537598,0.75,0.0,3084.5,0.6888
baseline,1,4268,0.52835,0.8125,0.0,3085.21,0.7104
baseline,1,4269,0.508825,0.78125,0.0,3085.939,0.7287
baseline,1,4270,0.396868,0.84375,0.0,3086.674,0.7347
baseline,1,4271,0.328457,0.90625,0.0,3087.385,0.7117
baseline,1,4272,0.418116,0.84375,0.0,3088.09,0.7042
baseline,1,4273,0.412816,0.84375,0.0,3088.802,0.7119
baseline,1,4274,0.442799,0.84375,0.0,3089.564,0.7626
baseline,1,4275,0.612564,0.6875,0.0,3090.306,0.742
baseline,1,4276,0.485642,0.78125,0.0,3091.004,0.6983
baseline,1,4277,0.458396,0.8125,0.0,3091.717,0.7128
baseline,1,4278,0.453216,0.8125,0.0,3092.517,0.7999
baseline,1,4279,0.520318,0.78125,0.0,3093.23,0.7127
baseline,1,4280,0.415359,0.84375,0.0,3093.987,0.7567
baseline,1,4281,0.423647,0.84375,0.0,3094.672,0.6853
baseline,1,4282,0.596234,0.71875,0.0,3095.425,0.7527
baseline,1,4283,0.650292,0.6875,0.0,3096.123,0.6988
baseline,1,4284,0.571698,0.75,0.0,3096.891,0.7673
baseline,1,4285,0.683864,0.65625,0.0,3097.6,0.7093
baseline,1,4286,0.326049,0.90625,0.0,3098.3,0.7004
baseline,1,4287,0.582404,0.75,0.0,3098.979,0.6791
baseline,1,4288,0.670492,0.65625,0.0,3099.741,0.7611
baseline,1,4289,0.371012,0.875,0.0,3100.452,0.7118
baseline,1,4290,0.404921,0.84375,0.0,3101.169,0.7161
baseline,1,4291,0.539418,0.75,0.0,3101.895,0.7261
baseline,1,4292,0.37869,0.875,0.0,3102.633,0.7382
baseline,1,4293,0.455715,0.8125,0.0,3103.39,0.7576
baseline,1,4294,0.516179,0.78125,0.0,3104.112,0.7215
baseline,1,4295,0.447874,0.8125,0.0,3104.844,0.7322
baseline,1,4296,0.544053,0.75,0.0,3105.589,0.7453
baseline,1,4297,0.450184,0.8125,0.0,3106.283,0.6931
baseline,1,4298,0.498537,0.78125,0.0,3107.014,0.7318
baseline,1,4299,0.435652,0.8125,0.0,3107.763,0.749
baseline,1,4300,0.594168,0.71875,0.0,3108.498,0.7342
baseline,1,4301,0.299874,0.90625,0.0,3109.289,0.7917
baseline,1,4302,0.408538,0.84375,0.0,3110.035,0.7454
baseline,1,4303,0.420517,0.84375,0.0,3110.735,0.7006
baseline,1,4304,0.406836,0.84375,0.0,3111.474,0.7386
baseline,1,4305,0.403152,0.84375,0.0,3112.145,0.6717
baseline,1,4306,0.423345,0.84375,0.0,3112.822,0.677
baseline,1,4307,0.408675,0.84375,0.0,3113.556,0.7335
baseline,1,4308,0.658579,0.65625,0.0,3114.276,0.7199
baseline,1,4309,0.507515,0.78125,0.0,3115.066,0.7902
baseline,1,4310,0.305373,0.9375,0.0,3115.801,0.7348
baseline,1,4311,0.527201,0.75,0.0,3116.569,0.7679
baseline,1,4312,0.345199,0.90625,0.0,3117.284,0.715
baseline,1,4313,0.515717,0.78125,0.0,3118.02,0.736
baseline,1,4314,0.389154,0.875,0.0,3118.742,0.7218
baseline,1,4315,0.59721,0.71875,0.0,3119.395,0.6534
baseline,1,4316,0.406916,0.84375,0.0,3120.153,0.7583
baseline,1,4317,0.461159,0.8125,0.0,3120.879,0.7259
baseline,1,4318,0.562565,0.71875,0.0,3121.631,0.752
baseline,1,4319,0.559753,0.75,0.0,3122.365,0.7337
baseline,1,4320,0.462378,0.8125,0.0,3123.027,0.6621
baseline,1,4321,0.431008,0.84375,0.0,3123.758,0.7311
baseline,1,4322,0.489088,0.78125,0.0,3124.527,0.7683
baseline,1,4323,0.472478,0.8125,0.0,3125.245,0.718
baseline,1,4324,0.33826,0.90625,0.0,3125.986,0.7419
baseline,1,4325,0.442522,0.8125,0.0,3126.752,0.7658
baseline,1,4326,0.389889,0.875,0.0,3127.493,0.7413
baseline,1,4327,0.444831,0.84375,0.0,3128.216,0.7225
baseline,1,4328,0.37648,0.875,0.0,3128.958,0.7419
baseline,1,4329,0.459755,0.8125,0.0,3129.658,0.7005
baseline,1,4330,0.457214,0.8125,0.0,3130.401,0.7423
baseline,1,4331,0.357167,0.90625,0.0,3131.164,0.7638
baseline,1,4332,0.459497,0.8125,0.0,3131.904,0.7392
baseline,1,4333,0.481295,0.8125,0.0,3132.661,0.7574
baseline,1,4334,0.459126,0.8125,0.0,3133.351,0.6902
baseline,1,4335,0.487086,0.78125,0.0,3134.111,0.76
baseline,1,4336,0.430087,0.84375,0.0,3134.831,0.7198
baseline,1,4337,0.487525,0.78125,0.0,3135.514,0.6825
baseline,1,4338,0.616606,0.71875,0.0,3136.27,0.756
baseline,1,4339,0.463277,0.8125,0.0,3136.96,0.6907
baseline,1,4340,0.419358,0.84375,0.0,3137.692,0.7313
baseline,1,4341,0.552957,0.75,0.0,3138.419,0.7277
baseline,1,4342,0.379622,0.875,0.0,3139.197,0.7774
baseline,1,4343,0.457187,0.8125,0.0,3139.883,0.6859
baseline,1,4344,0.581313,0.71875,0.0,3140.592,0.7098
baseline,1,4345,0.448275,0.8125,0.0,3141.31,0.7173
baseline,1,4346,0.546925,0.75,0.0,3142.038,0.7283
baseline,1,4347,0.370924,0.875,0.0,3142.743,0.7052
baseline,1,4348,0.402696,0.84375,0.0,3143.493,0.7501
baseline,1,4349,0.423267,0.84375,0.0,3144.259,0.766
baseline,1,4350,0.477365,0.8125,0.0,3144.99,0.7307
baseline,1,4351,0.348966,0.875,0.0,3145.699,0.7092
baseline,1,4352,0.457053,0.8125,0.0,3146.432,0.7326
baseline,1,4353,0.403783,0.84375,0.0,3147.177,0.7451
baseline,1,4354,0.371685,0.875,0.0,3147.921,0.7445
baseline,1,4355,0.552661,0.75,0.0,3148.643,0.7218
baseline,1,4356,0.466775,0.8125,0.0,3149.354,0.7107
baseline,1,4357,0.278025,0.9375,0.0,3150.043,0.6894
baseline,1,4358,0.387427,0.875,0.0,3150.767,0.7236
baseline,1,4359,0.391886,0.875,0.0,3151.57,0.8029
baseline,1,4360,0.506753,0.78125,0.0,3152.296,0.726
baseline,1,4361,0.437214,0.84375,0.0,3153.046,0.7505
baseline,1,4362,0.443171,0.8125,0.0,3153.821,0.7743
baseline,1,4363,0.457887,0.8125,0.0,3154.546,0.7249
baseline,1,4364,0.513469,0.78125,0.0,3155.299,0.7537
baseline,1,4365,0.480661,0.78125,0.0,3156.024,0.7248
baseline,1,4366,0.444935,0.8125,0.0,3156.741,0.7169
baseline,1,4367,0.342618,0.90625,0.0,3157.43,0.6889
baseline,1,4368,0.531277,0.75,0.0,3158.142,0.7124
baseline,1,4369,0.356035,0.90625,0.0,3158.902,0.7594
baseline,1,4370,0.335155,0.90625,0.0,3159.629,0.7274
baseline,1,4371,0.661329,0.65625,0.0,3160.345,0.716
baseline,1,4372,0.508696,0.78125,0.0,3161.047,0.702
baseline,1,4373,0.702389,0.625,0.0,3161.768,0.7205
baseline,1,4374,0.421433,0.84375,0.0,3162.556,0.7883
baseline,1,4375,0.446116,0.8125,0.0,3163.225,0.6696
baseline,1,4376,0.420868,0.84375,0.0,3163.976,0.7505
baseline,1,4377,0.512299,0.78125,0.0,3164.653,0.6766
baseline,1,4378,0.421736,0.84375,0.0,3165.391,0.7388
baseline,1,4379,0.345944,0.90625,0.0,3166.092,0.701
baseline,1,4380,0.492223,0.78125,0.0,3166.848,0.7557
baseline,1,4381,0.37916,0.875,0.0,3167.575,0.7268
baseline,1,4382,0.59272,0.71875,0.0,3168.307,0.7318
baseline,1,4383,0.425231,0.84375,0.0,3169.015,0.7082
baseline,1,4384,0.287714,0.9375,0.0,3169.74,0.7249
baseline,1,4385,0.547623,0.75,0.0,3170.501,0.7614
baseline,1,4386,0.637105,0.6875,0.0,3171.212,0.7108
baseline,1,4387,0.396971,0.84375,0.0,3171.979,0.7666
baseline,1,4388,0.622423,0.6875,0.0,3172.689,0.7099
baseline,1,4389,0.462971,0.8125,0.0,3173.368,0.6797
baseline,1,4390,0.210195,1.0,0.0,3174.063,0.6942
baseline,1,4391,0.400263,0.84375,0.0,3174.801,0.7385
baseline,1,4392,0.43107,0.8125,0.0,3175.565,0.7638
baseline,1,4393,0.441972,0.84375,0.0,3176.268,0.7027
baseline,1,4394,0.527064,0.78125,0.0,3176.977,0.7099
baseline,1,4395,0.579323,0.71875,0.0,3177.667,0.6892
baseline,1,4396,0.289162,0.9375,0.0,3178.386,0.7192
baseline,1,4397,0.392535,0.84375,0.0,3179.138,0.7521
baseline,1,4398,0.483257,0.8125,0.0,3179.915,0.7775
baseline,1,4399,0.479638,0.78125,0.0,3180.597,0.6818
baseline,1,4400,0.66823,0.65625,0.0,3181.333,0.7355
baseline,1,4401,0.56811,0.71875,0.0,3182.091,0.7581
baseline,1,4402,0.466633,0.8125,0.0,3182.803,0.7124
baseline,1,4403,0.380049,0.875,0.0,3183.509,0.7063
baseline,1,4404,0.243094,0.96875,0.0,3184.189,0.6795
baseline,1,4405,0.403333,0.84375,0.0,3184.907,0.7181
baseline,1,4406,0.542175,0.75,0.0,3185.606,0.6991
baseline,1,4407,0.485697,0.78125,0.0,3186.343,0.7369
baseline,1,4408,0.40222,0.84375,0.0,3187.091,0.7483
baseline,1,4409,0.352097,0.90625,0.0,3187.85,0.7585
baseline,1,4410,0.342455,0.90625,0.0,3188.561,0.7113
baseline,1,4411,0.602837,0.71875,0.0,3189.303,0.7421
baseline,1,4412,0.421705,0.84375,0.0,3190.084,0.7803
baseline,1,4413,0.557334,0.75,0.0,3190.782,0.6979
baseline,1,4414,0.486084,0.78125,0.0,3191.494,0.7129
baseline,1,4415,0.420292,0.84375,0.0,3192.278,0.784
baseline,1,4416,0.508297,0.78125,0.0,3192.969,0.6911
baseline,1,4417,0.448615,0.8125,0.0,3193.685,0.7159
baseline,1,4418,0.704638,0.65625,0.0,3194.38,0.6946
baseline,1,4419,0.392514,0.84375,0.0,3195.055,0.6748
baseline,1,4420,0.434566,0.8125,0.0,3195.789,0.7339
baseline,1,4421,0.447662,0.8125,0.0,3196.498,0.7091
baseline,1,4422,0.199944,1.0,0.0,3197.222,0.7242
baseline,1,4423,0.410019,0.84375,0.0,3197.922,0.6996
baseline,1,4424,0.369211,0.875,0.0,3198.685,0.763
baseline,1,4425,0.361558,0.875,0.0,3199.465,0.7806
baseline,1,4426,0.539541,0.75,0.0,3200.14,0.6741
baseline,1,4427,0.618854,0.71875,0.0,3200.833,0.6931
baseline,1,4428,0.472522,0.78125,0.0,3201.597,0.7644
baseline,1,4429,0.281089,0.9375,0.0,3202.338,0.7412
baseline,1,4430,0.399491,0.875,0.0,3203.036,0.6979
baseline,1,4431,0.528883,0.78125,0.0,3203.843,0.807
baseline,1,4432,0.384218,0.90625,0.0,3204.622,0.7784
baseline,1,4433,0.339761,0.90625,0.0,3205.342,0.7201
baseline,1,4434,0.492212,0.78125,0.0,3206.084,0.7428
baseline,1,4435,0.466671,0.8125,0.0,3206.82,0.736
baseline,1,4436,0.393025,0.84375,0.0,3207.588,0.7672
baseline,1,4437,0.460209,0.8125,0.0,3208.318,0.7306
baseline,1,4438,0.477984,0.8125,0.0,3209.024,0.7062
baseline,1,4439,0.584274,0.71875,0.0,3209.748,0.7233
baseline,1,4440,0.529849,0.75,0.0,3210.504,0.7568
baseline,1,4441,0.371165,0.875,0.0,3211.299,0.7946
baseline,1,4442,0.465346,0.8125,0.0,3212.064,0.7649
baseline,1,4443,0.311272,0.9375,0.0,3212.764,0.7004
baseline,1,4444,0.294018,0.9375,0.0,3213.401,0.6371
baseline,1,4445,0.527601,0.75,0.0,3214.113,0.7115
baseline,1,4446,0.498638,0.78125,0.0,3214.804,0.6913
baseline,1,4447,0.293399,0.9375,0.0,3215.455,0.6512
baseline,1,4448,0.360985,0.875,0.0,3216.211,0.7559
baseline,1,4449,0.540247,0.75,0.0,3216.882,0.6707
baseline,1,4450,0.622798,0.6875,0.0,3217.639,0.7573
baseline,1,4451,0.636138,0.6875,0.0,3218.389,0.7496
baseline,1,4452,0.434364,0.84375,0.0,3219.121,0.7324
baseline,1,4453,0.465861,0.8125,0.0,3219.876,0.7542
baseline,1,4454,0.385125,0.875,0.0,3220.599,0.7238
baseline,1,4455,0.48067,0.78125,0.0,3221.298,0.6985
baseline,1,4456,0.453646,0.8125,0.0,3221.985,0.6875
baseline,1,4457,0.494239,0.78125,0.0,3222.72,0.7344
baseline,1,4458,0.459339,0.8125,0.0,3223.515,0.7958
baseline,1,4459,0.558827,0.75,0.0,3224.218,0.7025
baseline,1,4460,0.463933,0.8125,0.0,3224.98,0.7625
baseline,1,4461,0.521405,0.75,0.0,3225.677,0.696
baseline,1,4462,0.571307,0.71875,0.0,3226.423,0.7467
baseline,1,4463,0.294255,0.9375,0.0,3227.114,0.6903
baseline,1,4464,0.540329,0.75,0.0,3227.809,0.6953
baseline,1,4465,0.626552,0.65625,0.0,3228.523,0.7146
baseline,1,4466,0.503652,0.78125,0.0,3229.261,0.7371
baseline,1,4467,0.509153,0.78125,0.0,3229.94,0.6799
baseline,1,4468,0.468552,0.8125,0.0,3230.742,0.8013
baseline,1,4469,0.506149,0.78125,0.0,3231.429,0.6874
baseline,1,4470,0.479302,0.8125,0.0,3232.15,0.7212
baseline,1,4471,0.339787,0.90625,0.0,3232.865,0.7152
baseline,1,4472,0.349136,0.90625,0.0,3233.645,0.7795
baseline,1,4473,0.378919,0.875,0.0,3234.396,0.751
baseline,1,4474,0.419957,0.84375,0.0,3235.081,0.6849
baseline,1,4475,0.453581,0.8125,0.0,3235.802,0.7211
baseline,1,4476,0.582736,0.71875,0.0,3236.537,0.7353
baseline,1,4477,0.543922,0.75,0.0,3237.291,0.7535
baseline,1,4478,0.403598,0.84375,0.0,3238.007,0.7165
baseline,1,4479,0.460111,0.8125,0.0,3238.708,0.7005
baseline,1,4480,0.467356,0.8125,0.0,3239.421,0.7132
